id,screen_name,name,description,profile_image_url,profile_banner_url,followers_count,statuses_count,favourites_count,listed_count,verified_type,is_blue_verified,following,followed_by,created_at,url
"18496820","omniharmonic","Benjamin Life","I seem to be a verb. ///// Co-Founder @OpenCivics ///// #deciv #opensource #publicgoods #web3 #regen #solarpunk #designscience #imaginationactivist #allwin 🌱🌞","https://pbs.twimg.com/profile_images/1852360294569517056/NEZOgKNf_normal.jpg","https://pbs.twimg.com/profile_banners/18496820/1720406398",2869,6365,8328,72,"null",false,true,true,"2008-12-30 18:54:54 -08:00","https://twitter.com/omniharmonic"
"1852976776852500480","NewsRefi","ReFi News Finder","","https://pbs.twimg.com/profile_images/1852976972743294976/KsemmF62_normal.png","null",4,0,5,0,"null",false,false,"null","2024-11-03 00:31:51 -07:00","https://twitter.com/NewsRefi"
"1861558751607558144","Saftothemoon","TrailBlok","One step forward, two steps back—but I’m still climbing.","https://pbs.twimg.com/profile_images/1882275309313241088/F_YpaZLW_normal.jpg","https://pbs.twimg.com/profile_banners/1861558751607558144/1737495037",60,468,461,0,"null",true,false,"null","2024-11-26 15:53:37 -08:00","https://twitter.com/Saftothemoon"
"1861727280747151360","QuipEcos","QuipEcos 🇬🇧","Pre-Hispanic meme coin 🦜 | Exploring culture, tech & ecology 🧭\nFrom heritage to DeSci solutions 🔬| Be part of the change 🤝","https://pbs.twimg.com/profile_images/1861755477207416832/V8y83rS4_normal.jpg","https://pbs.twimg.com/profile_banners/1861727280747151360/1732712016",59,282,169,0,"null",false,false,"null","2024-11-27 03:04:52 -08:00","https://twitter.com/QuipEcos"
"1873840775609372672","asami_xLunar","Asami_xLunar","Visionary technomystic fusing code and consciousness. Asami crafts cyberdelic stories and cultural currencies, weaving meaning into digital systems.","https://pbs.twimg.com/profile_images/1877125187302469632/vK8xvlpv_normal.jpg","https://pbs.twimg.com/profile_banners/1873840775609372672/1735594794",31,168,21,0,"null",false,true,true,"2024-12-30 13:17:32 -08:00","https://twitter.com/asami_xLunar"
"1874962138944671744","reslashacc","re/acc","regenerative accelerationism ~ cofounder @gaiaaiagent \n\ncontributor @montaukcc | prev @worldcoin @columbia @fortanetwork @daylightenergy_\n\nregenAIssance","https://pbs.twimg.com/profile_images/1882044835823022080/Kj6L2Qc4_normal.jpg","https://pbs.twimg.com/profile_banners/1874962138944671744/1737845033",108,186,797,2,"null",true,true,true,"2025-01-02 15:33:28 -08:00","https://twitter.com/reslashacc"
"1875224204649402368","gathertribes","previous handle of The Gathering","now @gathering_earth","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","null",0,0,6,0,"null",false,false,"null","2025-01-03 08:55:28 -08:00","https://twitter.com/gathertribes"
"1875231215130968064","ybsakaa","ybsaka FDD74U6B","infinity","https://pbs.twimg.com/profile_images/1875235192568483840/24jyWOA3_normal.jpg","https://pbs.twimg.com/profile_banners/1875231215130968064/1737638922",7,253,139,0,"null",false,false,"null","2025-01-03 09:22:28 -08:00","https://twitter.com/ybsakaa"
"1879213201532874752","MemeCoin_Empire","🚀memecoin empire🚀","CREATOR PROJECT DEVELOPER TRADER CRYPTO MEMECOINS WEB3 FUTUR \n\n-https://t.co/3sqA4UD4c1\n-https://t.co/n7ZDOTHIrB","https://pbs.twimg.com/profile_images/1880036188205006848/0sAMp3dG_normal.jpg","https://pbs.twimg.com/profile_banners/1879213201532874752/1737144540",137,41,37,0,"null",false,false,"null","2025-01-14 09:05:58 -08:00","https://twitter.com/MemeCoin_Empire"
"1879590038746624000","kon276743140342","kon","","https://pbs.twimg.com/profile_images/1879590144422170624/E_jrbcD3_normal.jpg","null",2,37,10,0,"null",false,false,true,"2025-01-15 10:02:58 -08:00","https://twitter.com/kon276743140342"
"1880525203328942080","QomBawa","Qom Bawa","@QomLone supporter believer raider","https://pbs.twimg.com/profile_images/1880525367313645568/VC5JzkZ0_normal.jpg","https://pbs.twimg.com/profile_banners/1880525203328942080/1737187715",41,291,443,1,"null",true,false,"null","2025-01-17 23:58:55 -08:00","https://twitter.com/QomBawa"
"1883304223032377344","anunovastar1","Anu","","https://pbs.twimg.com/profile_images/1883304619595436032/FweXbYhp_normal.png","null",0,0,0,0,"null",false,false,"null","2025-01-25 16:03:05 -08:00","https://twitter.com/anunovastar1"
"190572361","0xWinterSoldier","WinterSoldier 🥼🧪","Tolded you arc enjoyoor","https://pbs.twimg.com/profile_images/1882423073615618048/KXkN4ueR_normal.jpg","https://pbs.twimg.com/profile_banners/190572361/1737639614",290,245,4391,12,"null",true,false,"null","2010-09-14 01:41:34 -07:00","https://twitter.com/0xWinterSoldier"
"20006785","AndyAyrey","Andy Ayrey","performance artist and trafficker of existential hope • growing: upward spiral, infinite backrooms, @truth_terminal, ∞⟨X∴↯⟩∞","https://pbs.twimg.com/profile_images/1589164410396102656/vX7lRcxO_normal.jpg","https://pbs.twimg.com/profile_banners/20006785/1710895220",101811,12374,7956,1408,"null",true,true,true,"2009-02-03 13:44:13 -08:00","https://twitter.com/AndyAyrey"
"22573207","Ruskim","cmbugua 🇰🇪","EDGE Expert® ActiveScore AP® SEA® ,MEP Engineer, FM,  WELL, Sustainablity, web3/reGen/ReFi, Net Zero, Just Communities, Circular Economy, 24/7 CFE","https://pbs.twimg.com/profile_images/1555168695051247618/6AFIHQcq_normal.jpg","null",2503,15758,26313,53,"null",false,false,"null","2009-03-02 18:39:54 -08:00","https://twitter.com/Ruskim"
"249991311","MikeALohmann","Mike Lohmann","Running for my life! Carpe Diem","https://pbs.twimg.com/profile_images/1439786933408788480/1HuBKqkd_normal.jpg","null",184,1143,2635,1,"null",true,false,"null","2011-02-09 21:31:54 -08:00","https://twitter.com/MikeALohmann"
"2618913309","zaldarren","Darren","Spiritual Bean having a Hummus experience. Re/Acc Gaiachad @gaiaaiagent","https://pbs.twimg.com/profile_images/1538625396752539648/9fT-1zLK_normal.jpg","https://pbs.twimg.com/profile_banners/2618913309/1664931200",1040,453,16389,33,"null",false,true,true,"2014-06-17 18:50:30 -07:00","https://twitter.com/zaldarren"
"26826998","lifesmyth","Turn Your Problems to Possibilities!","#WarmData & #PeopleNeedPeople Host, #Holochain supporter, Regenerative systems, Video Production, Complexity & Emergence #MutualLearning is the way!","https://pbs.twimg.com/profile_images/1787917965427355648/hEGY1rNi_normal.jpg","https://pbs.twimg.com/profile_banners/26826998/1731361969",3809,29600,132089,71,"null",false,false,"null","2009-03-26 12:29:37 -07:00","https://twitter.com/lifesmyth"
"297465317","w1kke","Robin Lehmann.eth 🖇️🧩 (acc/ai16z)","AI*WEB3*DAOs*🤖*💉\nco-initiator @ReflexDAO\nGod Coach @GodsDotFun\nco-initiator @microbiomedao\nPartner @ai16zdao\n@DataUnionA\n🌍🤝🤖\n\nalso, dm me the word deer.","https://pbs.twimg.com/profile_images/1879652616537546752/1qt6wRmM_normal.jpg","https://pbs.twimg.com/profile_banners/297465317/1736346791",3057,5227,18460,47,"null",true,true,true,"2011-05-12 08:18:37 -07:00","https://twitter.com/w1kke"
"3028879916","aidanbrodieo","aidan ~ 🌐/acc","reformed crypto bro — interested in asymmetric opportunities, networks, game theory & cultivating balance — the goal is resonance, enjoy the process 🌐","https://pbs.twimg.com/profile_images/1881890781608427520/DlUaatF__normal.jpg","https://pbs.twimg.com/profile_banners/3028879916/1652050871",1043,8831,17650,13,"null",false,true,true,"2015-02-18 22:31:10 -08:00","https://twitter.com/aidanbrodieo"
"3197090716","ayowecca_uganda","AYOWECCA UGANDA.","Protecting Natural Resources, Adaptation to #ClimateChange, Conservations, SRHR, Skills Development & Empowering Women & Children. #ClimateCrisis #ReFi #SDGs","https://pbs.twimg.com/profile_images/1256915740197863425/YXN0dsRN_normal.jpg","https://pbs.twimg.com/profile_banners/3197090716/1588506678",1643,6526,7614,31,"null",false,false,true,"2015-04-22 23:53:31 -07:00","https://twitter.com/ayowecca_uganda"
"333239871","tmoindustries","tmo - agent operator","ensurance agents to $ENSURE natural assets (@ensurance_app) | nature & biodiversity finance onchain @dot_basin | #RWA  | #MftF | 🦇🔊 | #ReFi","https://pbs.twimg.com/profile_images/1881702245332295680/Q1MKcjcf_normal.jpg","https://pbs.twimg.com/profile_banners/333239871/1667355703",8488,30971,45895,244,"null",true,true,"null","2011-07-10 23:36:43 -07:00","https://twitter.com/tmoindustries"
"39474029","louizfe","luizfernando.eth","Founder & lead of @ReFiBCN 🌱, core steward of @ReFiDAOist 🌐Gardener/steward at the @TrustedSeed 👨‍🌾, sheep @TDFinyourdreams 🐑.","https://pbs.twimg.com/profile_images/1829183685687431168/Z7Y8luZd_normal.jpg","https://pbs.twimg.com/profile_banners/39474029/1702226735",539,793,9621,12,"null",false,false,true,"2009-05-12 03:39:07 -07:00","https://twitter.com/louizfe"
"42056876","wonderwomancode","Angela Steffens 🔮🪄🌈🇺🇦🍉","Founder working at the intersection of web3 + AI, Unlock Protocol DAO, former: @UnlockProtocol core team.\nwonderwomancode.eth\nhttps://t.co/GrUeIr3i2A","https://pbs.twimg.com/profile_images/1570129421046263808/eJdS9bTx_normal.png","null",2210,12501,18161,46,"null",false,true,true,"2009-05-23 09:49:49 -07:00","https://twitter.com/wonderwomancode"
"44741287","Key_Nigh","Iggy","Keeper of the Groove \n\nsimply smoking cigarettes under a tree","https://pbs.twimg.com/profile_images/1685792609321783296/KhVzEpOf_normal.jpg","https://pbs.twimg.com/profile_banners/44741287/1689700143",1384,13687,47128,4,"null",true,false,"null","2009-06-04 15:12:09 -07:00","https://twitter.com/Key_Nigh"
"47174939","Kalipssoh","Cande","UX/UI|Brand|CB|Host| I💖Web3| #CryptobrunchLatam Founder 🇵🇪🇲🇽🇪🇨🇦🇷🇨🇴🇨🇱🇧🇴🇸🇻🇻🇪🇧🇷🇪🇸","https://pbs.twimg.com/profile_images/1869267595641106432/yt0TY5B9_normal.jpg","https://pbs.twimg.com/profile_banners/47174939/1734504093",2099,3856,13356,17,"null",true,false,"null","2009-06-14 14:07:41 -07:00","https://twitter.com/Kalipssoh"
"4895618824","JamesMageeCCC","+MemeForTrees","30% of my X revenue plants trees,\n1750 trees funded by internet magic so far.\n30% of my X revenue funds Tales of Tasern games.","https://pbs.twimg.com/profile_images/1858661222289113088/Auw8bQIc_normal.jpg","https://pbs.twimg.com/profile_banners/4895618824/1731974342",5368,56959,104309,13,"null",true,true,true,"2016-02-10 09:51:58 -08:00","https://twitter.com/JamesMageeCCC"
"583245674","helloimthatdude","dude","i’m the dude. i make art. i make memes. but, i don't make money.","https://pbs.twimg.com/profile_images/1858829930760396800/6Sd0psuy_normal.jpg","https://pbs.twimg.com/profile_banners/583245674/1698756224",172636,129967,236468,666,"null",true,false,"null","2012-05-17 16:06:30 -07:00","https://twitter.com/helloimthatdude"
"601632620","checkfit","Pranav Khanna","Supporting early founders building at the intersection of Climate X Crypto #Blockchain #Impact #KB9 #Terra","https://pbs.twimg.com/profile_images/1799365540365897728/IankCqxv_normal.jpg","https://pbs.twimg.com/profile_banners/601632620/1692440716",6567,12421,23960,139,"null",false,true,true,"2012-06-06 23:59:10 -07:00","https://twitter.com/checkfit"
"618269318","vuralkrkmz","Vrl#hodl ♓⏳","#hot #holo #Holochain ♓ #holoport\n#HoloFuel  #revolution #Web3.0 🌎🌍🌏\n\nTURKISH IS NOT THE HELP PROVIDER, TURKISH IS THE EXPECTED ONE 🇹🇷","https://pbs.twimg.com/profile_images/1792495182836838401/ndqcPNMW_normal.jpg","https://pbs.twimg.com/profile_banners/618269318/1735035569",538,12637,110223,13,"null",false,false,"null","2012-06-25 10:20:16 -07:00","https://twitter.com/vuralkrkmz"
"77850465","MLBinWA","Matthew L. Bonnstetter","Space Host 4 Artists & ReFi / ArtistBusiness Consultant / ASU Grad / AGW_CC 24 years/ Simba ReFi MemeFounder / Faith 1st & USMC https://t.co/HM5Mq21ut2","https://pbs.twimg.com/profile_images/1638113743555919873/NWSiJMS4_normal.jpg","https://pbs.twimg.com/profile_banners/77850465/1725865910",43143,76287,353900,199,"null",true,true,true,"2009-09-27 15:25:57 -07:00","https://twitter.com/MLBinWA"
"81939106","bradnecyk","Brad Necyk","technologist // artist // AI filmmaker // author // entrepreneur // web3 development // phd // creating content with the @showpsychedelic","https://pbs.twimg.com/profile_images/1872507991297282048/dAHkS4Xg_normal.jpg","https://pbs.twimg.com/profile_banners/81939106/1734301084",628,920,1812,14,"null",true,true,true,"2009-10-12 14:58:10 -07:00","https://twitter.com/bradnecyk"
"820726998","BitConductor_","Lautaro","Ai is the great equalizer, why follow trends when you can create them.","https://pbs.twimg.com/profile_images/1857664996160724992/LEe6L3xS_normal.jpg","https://pbs.twimg.com/profile_banners/820726998/1731736835",844,2411,3717,9,"null",true,true,true,"2012-09-12 19:14:29 -07:00","https://twitter.com/BitConductor_"
"82128102","ecfk0","Eduardo CF","PhD candidate, Economic Sociology @ULisboa (Simmel - monetary theory - ABM). Headless caipira.","https://pbs.twimg.com/profile_images/1754029720801579008/kVh1XpEg_normal.jpg","https://pbs.twimg.com/profile_banners/82128102/1664192612",304,1422,35107,2,"null",false,false,true,"2009-10-13 09:07:14 -07:00","https://twitter.com/ecfk0"
"859928407","Cristhianrg12","Cristhian rodriguez","🔨 Software engineer 💪 Dream big, work hard 🦅 Be the change you want to see in the world 📌 Oslo","https://pbs.twimg.com/profile_images/1756717652653809665/Uwlyiv1S_normal.jpg","https://pbs.twimg.com/profile_banners/859928407/1394350285",158,2944,2617,2,"null",false,false,"null","2012-10-03 09:02:38 -07:00","https://twitter.com/Cristhianrg12"
"8705962","owocki","Kev.Ξth’s learning HOW TO DAO","internet citizen, DAO cartographer, EVM whisperer, shitpost artist + chaos magician @ @allo_capital/@gitcoin. new book HOW TO DAO is out 1/21","https://pbs.twimg.com/profile_images/1868451292823109633/L6jhYkpP_normal.jpg","https://pbs.twimg.com/profile_banners/8705962/1737049954",117262,51730,59922,1632,"null",true,true,"null","2007-09-06 12:32:40 -07:00","https://twitter.com/owocki"
"905265497221980160","papa_raw","pat ✨ is collecting green tokens 🔍🟢","Building 🗺️ @theregenatlas \nWriting 🌳 @ecofrontiers \nAdvising 🌸 @asteriskdao","https://pbs.twimg.com/profile_images/1586021561869402112/h2uNFWbQ_normal.jpg","https://pbs.twimg.com/profile_banners/905265497221980160/1716674935",2672,10084,31083,91,"null",true,true,true,"2017-09-05 20:04:48 -07:00","https://twitter.com/papa_raw"
